,train_summaries,test_summaries,trial_id,parent_study_id
0,765.0338134765625,798.830810546875,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
1,717.5662841796875,751.10009765625,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
2,673.4033813476562,706.71533203125,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
3,632.3736572265625,665.4711303710938,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
4,594.2678833007812,627.1555786132812,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
5,558.9028930664062,591.5801391601562,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
6,526.1367797851562,558.5615844726562,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
7,495.7494201660156,527.9598999023438,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
8,467.6141662597656,499.59625244140625,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
9,441.6318664550781,473.3476867675781,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
10,417.5977478027344,449.0758361816406,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
11,395.4056701660156,426.6337585449219,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
12,375.00115966796875,405.9302062988281,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
13,356.1915588378906,386.8313293457031,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
14,338.9157409667969,369.23480224609375,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
15,323.0736083984375,353.0699157714844,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
16,308.5777587890625,338.2073059082031,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
17,295.3199157714844,324.5488586425781,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
18,283.21124267578125,312.0460205078125,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
19,272.1954345703125,300.58721923828125,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
20,262.18890380859375,290.11505126953125,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
21,253.07948303222656,280.53680419921875,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
22,244.83494567871094,271.8018798828125,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
23,237.37632751464844,263.81939697265625,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
24,230.65255737304688,256.58990478515625,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
25,224.57322692871094,249.98301696777344,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
26,219.10336303710938,243.997802734375,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
27,214.17697143554688,238.55474853515625,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
28,209.77108764648438,233.61106872558594,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
29,205.81015014648438,229.129638671875,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
30,202.2593536376953,225.0673370361328,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
31,199.0975799560547,221.38693237304688,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
32,196.2371368408203,218.0371551513672,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
33,193.65975952148438,215.00794982910156,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
34,191.41583251953125,212.27928161621094,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
35,189.36215209960938,209.80149841308594,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
36,187.53970336914062,207.55543518066406,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
37,185.88365173339844,205.5135498046875,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
38,184.4053497314453,203.6359405517578,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
39,183.05006408691406,201.93577575683594,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
40,181.8595733642578,200.3807373046875,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
41,180.76910400390625,198.97010803222656,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
42,179.8046417236328,197.6986083984375,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
43,178.93301391601562,196.52940368652344,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
44,178.1224822998047,195.45985412597656,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
45,177.3815155029297,194.48049926757812,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
46,176.71356201171875,193.5862274169922,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
47,176.10325622558594,192.7552490234375,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
48,175.54139709472656,192.00302124023438,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
49,175.03741455078125,191.3133087158203,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
50,174.52728271484375,190.647705078125,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
51,174.09677124023438,190.06207275390625,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
52,173.70860290527344,189.5240478515625,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
53,173.3344268798828,189.03594970703125,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
54,172.993408203125,188.58578491210938,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
55,172.64108276367188,188.1416778564453,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
56,172.3412628173828,187.74752807617188,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
57,172.0466766357422,187.38836669921875,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
58,171.76898193359375,187.05801391601562,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
59,171.50613403320312,186.73072814941406,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
60,171.2510986328125,186.42263793945312,model_20211008-132404-4fd6a9bb51-4e0960deef,model_20211008-132404-4fd6a9bb51
