,train_summaries,test_summaries,trial_id,parent_study_id
0,735.1998291015625,777.7586669921875,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
1,671.7992553710938,713.61572265625,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
2,614.6589965820312,655.7463989257812,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
3,563.221435546875,603.6756591796875,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
4,516.9724731445312,556.7845458984375,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
5,475.42449951171875,514.6873168945312,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
6,438.2085266113281,476.90814208984375,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
7,404.9436340332031,443.0858459472656,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
8,375.2872314453125,412.861083984375,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
9,348.94488525390625,385.93084716796875,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
10,325.5827331542969,361.93621826171875,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
11,304.9596252441406,340.64385986328125,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
12,286.8047790527344,321.7967834472656,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
13,270.87359619140625,305.1250305175781,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
14,256.9246826171875,290.4228515625,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
15,244.78085327148438,277.500732421875,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
16,234.2419891357422,266.164306640625,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
17,225.13636779785156,256.2373352050781,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
18,217.33230590820312,247.5813751220703,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
19,210.61737060546875,240.03121948242188,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
20,204.8714141845703,233.46072387695312,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
21,199.9724578857422,227.74977111816406,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
22,195.73886108398438,222.72341918945312,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
23,192.1148223876953,218.3367156982422,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
24,189.0733642578125,214.5442352294922,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
25,186.44503784179688,211.25987243652344,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
26,184.218017578125,208.4080047607422,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
27,182.2810821533203,205.86404418945312,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a
