,train_summaries,test_summaries,trial_id,parent_study_id
0,620.3759155273438,643.6796264648438,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
1,565.68798828125,588.6290893554688,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
2,516.8670043945312,539.38720703125,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
3,473.3795166015625,495.4634094238281,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
4,434.701904296875,456.3426208496094,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
5,400.3878173828125,421.5273132324219,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
6,370.111328125,390.7106018066406,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
7,343.4278869628906,363.4308776855469,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
8,319.9375305175781,339.3733215332031,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
9,299.4095764160156,318.20318603515625,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
10,281.587890625,299.6936340332031,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
11,266.05511474609375,283.49560546875,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
12,252.69581604003906,269.4032287597656,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
13,241.2060089111328,257.1906433105469,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
14,231.3994903564453,246.62628173828125,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
15,223.02294921875,237.5162353515625,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
16,215.85704040527344,229.64398193359375,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
17,209.74957275390625,222.84878540039062,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
18,204.61549377441406,217.02386474609375,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
19,200.27301025390625,212.04824829101562,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
20,196.60406494140625,207.7887725830078,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
21,193.53427124023438,204.16773986816406,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
22,190.9615936279297,201.05462646484375,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
23,188.7838592529297,198.40025329589844,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
24,186.8680877685547,196.07017517089844,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
25,185.22616577148438,194.05728149414062,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
26,183.91136169433594,192.38729858398438,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
27,182.77647399902344,190.91957092285156,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
28,181.8339385986328,189.67979431152344,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
29,180.9738311767578,188.5728302001953,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
30,180.25936889648438,187.64015197753906,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
31,179.6266326904297,186.81573486328125,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
32,179.044189453125,186.0599822998047,model_20210908-164306-c73cb3aaf4-1b692a138c,model_20210908-164306-c73cb3aaf4
