,hyperparameters,trial_id,parent_study_id
1245,"{'max_depth': 12, 'monotone_constraints': '(0)', 'max_count': 312, 'min_child_weight': 60, 'l2_regularization': 1.0, 'learn_rate': 0.051905237580265724, 'tree_method': 'auto', 'base_score': 0.5, 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0, 'column_sample_by_tree': 1.0, 'maxCategories': -2}",model_20210926-162602-058700a4f2-60c88c4da2,model_20210926-162602-058700a4f2
1246,"{'column_sample_by_tree': 1.0, 'min_child_weight': 55, 'subsample_ratio': 1.0, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'max_count': 366, 'learn_rate': 0.05157122826057673, 'max_depth': 12, 'column_sample_by_level': 1.0, 'base_score': 0.5, 'l2_regularization': 1.0}",model_20210926-162430-f3abde7f74-ead353f88e,model_20210926-162430-f3abde7f74
1247,"{'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'min_child_weight': 39, 'learn_rate': 0.09259375933781588, 'base_score': 0.5, 'max_depth': 12, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'max_count': 201, 'subsample_ratio': 1.0, 'l2_regularization': 1.0}",model_20210926-162430-f3abde7f74-98da1789fa,model_20210926-162430-f3abde7f74
1248,"{'l2_regularization': 1.0, 'max_depth': 10, 'max_count': 138, 'monotone_constraints': '(0)', 'base_score': 0.5, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'min_child_weight': 37, 'learn_rate': 0.05839127838197973, 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0}",model_20210926-162430-f3abde7f74-d316ad622a,model_20210926-162430-f3abde7f74
1249,"{'learn_rate': 0.0812474349712163, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'max_count': 333, 'subsample_ratio': 1.0, 'max_depth': 10, 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'l2_regularization': 1.0, 'min_child_weight': 50, 'column_sample_by_level': 1.0}",model_20210926-162430-f3abde7f74-0d2dd1bc0a,model_20210926-162430-f3abde7f74
1250,"{'column_sample_by_level': 1.0, 'learn_rate': 0.07190190548743644, 'subsample_ratio': 1.0, 'max_count': 222, 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'max_depth': 11, 'tree_method': 'auto', 'min_child_weight': 68, 'maxCategories': -2}",model_20210926-162430-f3abde7f74-0b55b6cc8e,model_20210926-162430-f3abde7f74
1251,"{'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'max_count': 397, 'tree_method': 'auto', 'max_depth': 12, 'learn_rate': 0.05177919599379881, 'subsample_ratio': 1.0, 'base_score': 0.5, 'min_child_weight': 32, 'column_sample_by_level': 1.0}",model_20210926-162430-f3abde7f74-9471b5b82c,model_20210926-162430-f3abde7f74
1252,"{'learn_rate': 0.05014021500738049, 'column_sample_by_level': 1.0, 'max_depth': 12, 'min_child_weight': 69, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'max_count': 330, 'base_score': 0.5, 'monotone_constraints': '(0)'}",model_20210926-162430-f3abde7f74-4dc4c32e70,model_20210926-162430-f3abde7f74
1253,"{'base_score': 0.5, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'learn_rate': 0.08803916787832512, 'subsample_ratio': 1.0, 'min_child_weight': 49, 'l2_regularization': 1.0, 'max_depth': 12, 'tree_method': 'auto', 'max_count': 312, 'column_sample_by_tree': 1.0}",model_20210926-162430-f3abde7f74-daea554e18,model_20210926-162430-f3abde7f74
1254,"{'min_child_weight': 39, 'base_score': 0.5, 'max_depth': 10, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'max_count': 241, 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'learn_rate': 0.08704993608969527, 'l2_regularization': 1.0}",model_20210926-162405-65a80ca966-94d25d7669,model_20210926-162405-65a80ca966
1255,"{'min_child_weight': 49, 'learn_rate': 0.0983561796976718, 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'max_count': 114, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'max_depth': 11, 'base_score': 0.5}",model_20210926-162405-65a80ca966-1932a7e3a1,model_20210926-162405-65a80ca966
1256,"{'max_count': 319, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'min_child_weight': 68, 'column_sample_by_tree': 1.0, 'max_depth': 12, 'learn_rate': 0.06937524255259968, 'base_score': 0.5, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'monotone_constraints': '(0)'}",model_20210926-162405-65a80ca966-79441536a7,model_20210926-162405-65a80ca966
1257,"{'monotone_constraints': '(0)', 'min_child_weight': 31, 'l2_regularization': 1.0, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'max_depth': 11, 'base_score': 0.5, 'subsample_ratio': 1.0, 'max_count': 356, 'column_sample_by_tree': 1.0, 'learn_rate': 0.0627163461766282}",model_20210926-162405-65a80ca966-12e3ac4914,model_20210926-162405-65a80ca966
1258,"{'base_score': 0.5, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'min_child_weight': 59, 'learn_rate': 0.05341558186815155, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'max_depth': 11, 'max_count': 204, 'subsample_ratio': 1.0}",model_20210926-162405-65a80ca966-9f62039528,model_20210926-162405-65a80ca966
1259,"{'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'learn_rate': 0.07986055075838516, 'monotone_constraints': '(0)', 'max_depth': 10, 'column_sample_by_level': 1.0, 'max_count': 340, 'min_child_weight': 69, 'tree_method': 'auto', 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'maxCategories': -2}",model_20210926-162405-65a80ca966-ceed5827fe,model_20210926-162405-65a80ca966
1260,"{'max_depth': 12, 'base_score': 0.5, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'max_count': 393, 'l2_regularization': 1.0, 'min_child_weight': 70, 'column_sample_by_level': 1.0, 'learn_rate': 0.09031537683823057, 'column_sample_by_tree': 1.0}",model_20210926-162405-65a80ca966-929d4b1d80,model_20210926-162405-65a80ca966
1261,"{'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'min_child_weight': 69, 'learn_rate': 0.07428876559135594, 'max_count': 252, 'column_sample_by_tree': 1.0, 'max_depth': 11, 'tree_method': 'auto', 'base_score': 0.5}",model_20210925-164408-3566fb1cd3-a23dfd83e6,model_20210925-164408-3566fb1cd3
1262,"{'max_depth': 12, 'column_sample_by_level': 1.0, 'learn_rate': 0.08579296130420991, 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'min_child_weight': 32, 'base_score': 0.5, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'max_count': 212, 'monotone_constraints': '(0)', 'maxCategories': -2}",model_20210925-164408-3566fb1cd3-886868ad33,model_20210925-164408-3566fb1cd3
1263,"{'column_sample_by_tree': 1.0, 'max_count': 129, 'monotone_constraints': '(0)', 'min_child_weight': 48, 'l2_regularization': 1.0, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'base_score': 0.5, 'max_depth': 11, 'learn_rate': 0.06123008690583767, 'subsample_ratio': 1.0, 'loss': 'none'}",model_20210925-164408-3566fb1cd3-949e5900ef,model_20210925-164408-3566fb1cd3
1264,"{'tree_method': 'auto', 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'min_child_weight': 54, 'subsample_ratio': 1.0, 'l2_regularization': 1.0, 'learn_rate': 0.0895763322258633, 'max_depth': 10, 'column_sample_by_tree': 1.0, 'base_score': 0.5, 'max_count': 288, 'loss': 'none'}",model_20210925-164408-3566fb1cd3-abfe528db6,model_20210925-164408-3566fb1cd3
1265,"{'l2_regularization': 1.0, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'max_depth': 11, 'monotone_constraints': '(0)', 'learn_rate': 0.05341252930088967, 'subsample_ratio': 1.0, 'max_count': 393, 'min_child_weight': 45, 'column_sample_by_tree': 1.0, 'maxCategories': -2}",model_20210925-164408-3566fb1cd3-59aa85703c,model_20210925-164408-3566fb1cd3
1266,"{'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'max_depth': 12, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'base_score': 0.5, 'min_child_weight': 65, 'column_sample_by_level': 1.0, 'learn_rate': 0.08446612150405892, 'max_count': 374}",model_20210925-164408-3566fb1cd3-b0260bc036,model_20210925-164408-3566fb1cd3
1267,"{'base_score': 0.5, 'min_child_weight': 44, 'subsample_ratio': 1.0, 'learn_rate': 0.08417600071735333, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'max_count': 373, 'max_depth': 12, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'maxCategories': -2}",model_20210925-164408-3566fb1cd3-fea9fc1663,model_20210925-164408-3566fb1cd3
1268,"{'min_child_weight': 31, 'learn_rate': 0.0828808821798034, 'tree_method': 'auto', 'max_count': 112, 'max_depth': 11, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'base_score': 0.5, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'column_sample_by_level': 1.0}",model_20210925-164123-92a2065109-34b2b82b73,model_20210925-164123-92a2065109
1269,"{'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'max_count': 272, 'subsample_ratio': 1.0, 'max_depth': 11, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'tree_method': 'auto', 'min_child_weight': 66, 'base_score': 0.5, 'learn_rate': 0.0967708476139853}",model_20210925-164123-92a2065109-34fe7ebce2,model_20210925-164123-92a2065109
1270,"{'column_sample_by_level': 1.0, 'max_depth': 10, 'min_child_weight': 47, 'learn_rate': 0.06629638901827933, 'max_count': 333, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'base_score': 0.5, 'tree_method': 'auto', 'l2_regularization': 1.0, 'maxCategories': -2}",model_20210925-164123-92a2065109-0ab47bb439,model_20210925-164123-92a2065109
1271,"{'subsample_ratio': 1.0, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'max_count': 169, 'column_sample_by_level': 1.0, 'learn_rate': 0.054621575388504706, 'max_depth': 11, 'base_score': 0.5, 'min_child_weight': 61}",model_20210925-164123-92a2065109-fc399cb6bc,model_20210925-164123-92a2065109
1272,"{'column_sample_by_level': 1.0, 'learn_rate': 0.05815263769829043, 'base_score': 0.5, 'min_child_weight': 42, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'max_count': 380, 'max_depth': 12, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'column_sample_by_tree': 1.0}",model_20210925-164123-92a2065109-ff7a290f1b,model_20210925-164123-92a2065109
1273,"{'max_count': 325, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'max_depth': 12, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'learn_rate': 0.09928529813505155, 'min_child_weight': 69, 'base_score': 0.5, 'maxCategories': -2}",model_20210925-164123-92a2065109-e77efd86f3,model_20210925-164123-92a2065109
1274,"{'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'max_depth': 12, 'min_child_weight': 58, 'max_count': 390, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'learn_rate': 0.09935364444312016, 'base_score': 0.5, 'l2_regularization': 1.0}",model_20210925-164123-92a2065109-28cc4ff7be,model_20210925-164123-92a2065109
1275,"{'column_sample_by_level': 1.0, 'min_child_weight': 40, 'max_depth': 11, 'max_count': 153, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'learn_rate': 0.05422855886119635}",model_20210925-163542-18c7189ae0-08e48640af,model_20210925-163542-18c7189ae0
1276,"{'max_depth': 11, 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'learn_rate': 0.058007820863058, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'min_child_weight': 33, 'max_count': 320, 'l2_regularization': 1.0, 'monotone_constraints': '(0)'}",model_20210925-163542-18c7189ae0-b7b2784be8,model_20210925-163542-18c7189ae0
1277,"{'learn_rate': 0.0723238755252494, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'l2_regularization': 1.0, 'max_count': 368, 'base_score': 0.5, 'max_depth': 11, 'column_sample_by_level': 1.0, 'min_child_weight': 66}",model_20210925-163542-18c7189ae0-9359793e61,model_20210925-163542-18c7189ae0
1278,"{'max_count': 233, 'base_score': 0.5, 'max_depth': 12, 'min_child_weight': 52, 'column_sample_by_level': 1.0, 'learn_rate': 0.0960102450568917, 'tree_method': 'auto', 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0}",model_20210925-163542-18c7189ae0-be5185b951,model_20210925-163542-18c7189ae0
1279,"{'subsample_ratio': 1.0, 'min_child_weight': 56, 'learn_rate': 0.08652435018715533, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'l2_regularization': 1.0, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'max_depth': 10, 'column_sample_by_tree': 1.0, 'max_count': 176}",model_20210925-163542-18c7189ae0-cc95f9855c,model_20210925-163542-18c7189ae0
1280,"{'learn_rate': 0.09419194428421845, 'max_count': 225, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'min_child_weight': 30, 'subsample_ratio': 1.0, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'max_depth': 10, 'column_sample_by_tree': 1.0}",model_20210925-163542-18c7189ae0-66f777b659,model_20210925-163542-18c7189ae0
1281,"{'base_score': 0.5, 'max_depth': 12, 'column_sample_by_level': 1.0, 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'max_count': 261, 'min_child_weight': 35, 'learn_rate': 0.09999969028725195, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'l2_regularization': 1.0}",model_20210925-163542-18c7189ae0-45f3c95997,model_20210925-163542-18c7189ae0
1282,"{'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'max_depth': 12, 'subsample_ratio': 1.0, 'min_child_weight': 62, 'base_score': 0.5, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'tree_method': 'auto', 'learn_rate': 0.09015475289050168, 'max_count': 335}",model_20210925-163404-d54cc8d2b1-54beeedd28,model_20210925-163404-d54cc8d2b1
1283,"{'learn_rate': 0.058032752236510436, 'monotone_constraints': '(0)', 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'base_score': 0.5, 'max_depth': 12, 'tree_method': 'auto', 'min_child_weight': 48, 'column_sample_by_level': 1.0, 'max_count': 174}",model_20210925-163404-d54cc8d2b1-6237c81ecf,model_20210925-163404-d54cc8d2b1
1284,"{'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'subsample_ratio': 1.0, 'max_depth': 11, 'base_score': 0.5, 'min_child_weight': 30, 'max_count': 350, 'learn_rate': 0.074997133662176, 'tree_method': 'auto', 'monotone_constraints': '(0)'}",model_20210925-163404-d54cc8d2b1-9a3f7c65d6,model_20210925-163404-d54cc8d2b1
1285,"{'base_score': 0.5, 'subsample_ratio': 1.0, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'column_sample_by_tree': 1.0, 'max_count': 157, 'min_child_weight': 41, 'max_depth': 11, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'learn_rate': 0.08457989507592541}",model_20210925-163404-d54cc8d2b1-f4b6b32dc2,model_20210925-163404-d54cc8d2b1
1286,"{'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'max_depth': 10, 'learn_rate': 0.05421704770551603, 'base_score': 0.5, 'column_sample_by_tree': 1.0, 'max_count': 227, 'min_child_weight': 63, 'column_sample_by_level': 1.0, 'tree_method': 'auto'}",model_20210925-163404-d54cc8d2b1-45c0302c78,model_20210925-163404-d54cc8d2b1
1287,"{'max_count': 297, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'max_depth': 12, 'column_sample_by_level': 1.0, 'learn_rate': 0.09378334647214208, 'tree_method': 'auto', 'l2_regularization': 1.0, 'min_child_weight': 57, 'base_score': 0.5, 'subsample_ratio': 1.0}",model_20210925-163404-d54cc8d2b1-8ecdacaba6,model_20210925-163404-d54cc8d2b1
1288,"{'base_score': 0.5, 'tree_method': 'auto', 'max_depth': 12, 'monotone_constraints': '(0)', 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'min_child_weight': 62, 'max_count': 360, 'learn_rate': 0.09877009286510136, 'subsample_ratio': 1.0}",model_20210925-163404-d54cc8d2b1-707a14b044,model_20210925-163404-d54cc8d2b1
1289,"{'column_sample_by_level': 1.0, 'max_depth': 12, 'subsample_ratio': 1.0, 'base_score': 0.5, 'l2_regularization': 1.0, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'learn_rate': 0.08344791664159014, 'max_count': 129, 'monotone_constraints': '(0)', 'min_child_weight': 38}",model_20210925-163404-d54cc8d2b1-35f2f7f21c,model_20210925-163404-d54cc8d2b1
1290,"{'tree_method': 'auto', 'base_score': 0.5, 'subsample_ratio': 1.0, 'min_child_weight': 56, 'column_sample_by_tree': 1.0, 'max_depth': 12, 'max_count': 171, 'monotone_constraints': '(0)', 'learn_rate': 0.08260819587591384, 'l2_regularization': 1.0, 'column_sample_by_level': 1.0}",model_20210925-163308-55ca02f0dc-21ed15544f,model_20210925-163308-55ca02f0dc
1291,"{'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'column_sample_by_level': 1.0, 'min_child_weight': 67, 'l2_regularization': 1.0, 'base_score': 0.5, 'max_depth': 10, 'learn_rate': 0.05972763820466657, 'subsample_ratio': 1.0, 'max_count': 260, 'monotone_constraints': '(0)', 'maxCategories': -2}",model_20210925-163308-55ca02f0dc-c9b1fd3af1,model_20210925-163308-55ca02f0dc
1292,"{'monotone_constraints': '(0)', 'min_child_weight': 50, 'max_count': 325, 'column_sample_by_tree': 1.0, 'l2_regularization': 1.0, 'learn_rate': 0.09636491888255923, 'subsample_ratio': 1.0, 'max_depth': 10, 'column_sample_by_level': 1.0, 'tree_method': 'auto', 'base_score': 0.5}",model_20210925-163308-55ca02f0dc-52e6ad5e6d,model_20210925-163308-55ca02f0dc
1293,"{'learn_rate': 0.07307582494848107, 'max_depth': 11, 'column_sample_by_tree': 1.0, 'monotone_constraints': '(0)', 'tree_method': 'auto', 'l2_regularization': 1.0, 'column_sample_by_level': 1.0, 'subsample_ratio': 1.0, 'min_child_weight': 32, 'base_score': 0.5, 'max_count': 354}",model_20210925-163308-55ca02f0dc-6508b3a1e6,model_20210925-163308-55ca02f0dc
1294,"{'max_depth': 11, 'column_sample_by_level': 1.0, 'l2_regularization': 1.0, 'monotone_constraints': '(0)', 'base_score': 0.5, 'tree_method': 'auto', 'subsample_ratio': 1.0, 'min_child_weight': 39, 'learn_rate': 0.05293842994466475, 'column_sample_by_tree': 1.0, 'max_count': 112}",model_20210925-163308-55ca02f0dc-effc6ed6bf,model_20210925-163308-55ca02f0dc
1295,"{'l2_regularization': 1.0, 'subsample_ratio': 1.0, 'base_score': 0.5, 'column_sample_by_level': 1.0, 'min_child_weight': 53, 'max_depth': 12, 'column_sample_by_tree': 1.0, 'tree_method': 'auto', 'monotone_constraints': '(0)', 'learn_rate': 0.07876310307384637, 'max_count': 101, 'loss': 'none'}",model_20210925-163308-55ca02f0dc-050072c663,model_20210925-163308-55ca02f0dc
1296,"{'column_sample_by_tree': 1.0, 'column_sample_by_level': 1.0, 'max_count': 110, 'max_depth': 10, 'l2_regularization': 1.0, 'base_score': 0.5, 'tree_method': 'auto', 'min_child_weight': 48, 'monotone_constraints': '(0)', 'subsample_ratio': 1.0, 'learn_rate': 0.08287402767701367}",model_20210925-163308-55ca02f0dc-7739cdabfa,model_20210925-163308-55ca02f0dc
