,trial_id,parent_study_id,base_score,monotone_constraints,column_sample_by_tree,column_sample_by_level,tree_method,subsample_ratio,max_count,l2_regularization,learn_rate,max_depth,min_child_weight,loss,maxCategories,train_result,test_result
879,model_20211002-163327-fd19c02ad1-57868bfd80,model_20211002-163327-fd19c02ad1,0.5,(0),1.0,1.0,auto,1.0,289,1.0,0.052900902460816725,10,61,,,195.1688537597656,191.9431915283203
880,model_20211002-163327-fd19c02ad1-a386a5a345,model_20211002-163327-fd19c02ad1,0.5,(0),1.0,1.0,auto,1.0,352,1.0,0.07160346973953798,11,40,,,188.16981506347656,189.5780487060547
881,model_20211002-163327-fd19c02ad1-9f0a8c35cf,model_20211002-163327-fd19c02ad1,0.5,(0),1.0,1.0,auto,1.0,123,1.0,0.06377741197641654,12,52,,,192.9898834228516,191.6191253662109
882,model_20211002-163327-fd19c02ad1-f69e6e65e7,model_20211002-163327-fd19c02ad1,0.5,(0),1.0,1.0,auto,1.0,255,1.0,0.09304535073077101,11,69,,,188.96324157714844,189.65896606445312
883,model_20211002-163327-fd19c02ad1-d96e944931,model_20211002-163327-fd19c02ad1,0.5,(0),1.0,1.0,auto,1.0,184,1.0,0.0792542271916641,11,33,,,192.04576110839844,190.8857421875
884,model_20211002-163327-fd19c02ad1-b80692fb38,model_20211002-163327-fd19c02ad1,0.5,(0),1.0,1.0,auto,1.0,270,1.0,0.05128399362395953,11,35,,,192.3348693847656,190.9391021728516
885,model_20211002-163327-fd19c02ad1-4a0a701e7e,model_20211002-163327-fd19c02ad1,0.5,(0),1.0,1.0,auto,1.0,390,1.0,0.07059146489086136,11,67,,,188.2696533203125,189.39601135253903
886,model_20211002-163141-54d43b991a-33ea69e827,model_20211002-163141-54d43b991a,0.5,(0),1.0,1.0,auto,1.0,129,1.0,0.09967715748768356,11,42,,,173.7681121826172,185.0476226806641
887,model_20211002-163141-54d43b991a-24939a8ada,model_20211002-163141-54d43b991a,0.5,(0),1.0,1.0,auto,1.0,171,1.0,0.06664386654747616,12,64,,,169.94032287597656,183.9408721923828
888,model_20211002-163141-54d43b991a-fdd12e96dd,model_20211002-163141-54d43b991a,0.5,(0),1.0,1.0,auto,1.0,323,1.0,0.06457548204904097,10,50,,,173.4139404296875,183.73817443847656
889,model_20211002-163141-54d43b991a-c925b07c2a,model_20211002-163141-54d43b991a,0.5,(0),1.0,1.0,auto,1.0,396,1.0,0.08319214083313196,11,55,,,163.9885711669922,181.6859130859375
890,model_20211002-163141-54d43b991a-358aebdfd4,model_20211002-163141-54d43b991a,0.5,(0),1.0,1.0,auto,1.0,220,1.0,0.056603104228321634,11,30,,,173.17994689941406,184.56411743164065
891,model_20211002-163141-54d43b991a-02d70e4078,model_20211002-163141-54d43b991a,0.5,(0),1.0,1.0,auto,1.0,231,1.0,0.08250212458461116,11,33,,,168.485107421875,183.0735015869141
892,model_20211002-163141-54d43b991a-8ac851d0bd,model_20211002-163141-54d43b991a,0.5,(0),1.0,1.0,auto,1.0,387,1.0,0.0824315068285894,12,53,,-2.0,158.35707092285156,181.2333221435547
893,model_20211002-162926-6e5ed1e79f-4e62d6260d,model_20211002-162926-6e5ed1e79f,0.5,(0),1.0,1.0,auto,1.0,321,1.0,0.05259705684151044,12,40,,,164.59393310546875,182.3827209472656
894,model_20211002-162926-6e5ed1e79f-51d828dad7,model_20211002-162926-6e5ed1e79f,0.5,(0),1.0,1.0,auto,1.0,228,1.0,0.09093385211786509,11,32,,,167.988525390625,182.8639678955078
895,model_20211002-162926-6e5ed1e79f-959c98e560,model_20211002-162926-6e5ed1e79f,0.5,(0),1.0,1.0,auto,1.0,371,1.0,0.06481921135318694,11,69,,,167.81838989257812,182.3780670166016
896,model_20211002-162926-6e5ed1e79f-f764f414cc,model_20211002-162926-6e5ed1e79f,0.5,(0),1.0,1.0,auto,1.0,203,1.0,0.0681382952832754,10,61,,,177.99667358398438,185.55799865722656
897,model_20211002-162926-6e5ed1e79f-4b4b696fe4,model_20211002-162926-6e5ed1e79f,0.5,(0),1.0,1.0,auto,1.0,107,1.0,0.08313219490078934,12,52,,,172.50291442871094,184.9734649658203
898,model_20211002-162926-6e5ed1e79f-446906dc76,model_20211002-162926-6e5ed1e79f,0.5,(0),1.0,1.0,auto,1.0,329,1.0,0.05931877856974186,12,34,none,,162.2247772216797,181.9958648681641
899,model_20211002-162926-6e5ed1e79f-12171a1963,model_20211002-162926-6e5ed1e79f,0.5,(0),1.0,1.0,auto,1.0,307,1.0,0.06673999963044092,12,67,,,163.95419311523438,182.09971618652344
900,model_20211002-162751-b93eb8d68b-75b7ef9318,model_20211002-162751-b93eb8d68b,0.5,(0),1.0,1.0,auto,1.0,104,1.0,0.08096102755240908,10,56,,,158.71739196777344,168.9602508544922
901,model_20211002-162751-b93eb8d68b-543c50894b,model_20211002-162751-b93eb8d68b,0.5,(0),1.0,1.0,auto,1.0,171,1.0,0.059031549892531385,12,39,,,148.31971740722656,166.73941040039062
902,model_20211002-162751-b93eb8d68b-ca7f6e727f,model_20211002-162751-b93eb8d68b,0.5,(0),1.0,1.0,auto,1.0,287,1.0,0.07282593677846415,12,69,,,143.93856811523438,165.84671020507812
903,model_20211002-162751-b93eb8d68b-48b0dc8144,model_20211002-162751-b93eb8d68b,0.5,(0),1.0,1.0,auto,1.0,231,1.0,0.051477073973507995,10,31,,,155.43162536621094,167.84530639648438
904,model_20211002-162751-b93eb8d68b-5f2c911f2d,model_20211002-162751-b93eb8d68b,0.5,(0),1.0,1.0,auto,1.0,383,1.0,0.08782748242166058,11,47,,,145.50064086914062,165.95001220703125
905,model_20211002-162751-b93eb8d68b-a28db27591,model_20211002-162751-b93eb8d68b,0.5,(0),1.0,1.0,auto,1.0,256,1.0,0.06488647648816062,12,45,,,144.6180419921875,166.07666015625
906,model_20211002-162751-b93eb8d68b-1791d6be7b,model_20211002-162751-b93eb8d68b,0.5,(0),1.0,1.0,auto,1.0,323,1.0,0.05311093211823286,12,64,,,144.7958221435547,165.8905792236328
907,model_20211002-162725-e6eca01925-cd0e1ad83e,model_20211002-162725-e6eca01925,0.5,(0),1.0,1.0,auto,1.0,309,1.0,0.0921825655405699,11,39,,,308.6543884277344,307.32183837890625
908,model_20211002-162725-e6eca01925-c79f3cfedf,model_20211002-162725-e6eca01925,0.5,(0),1.0,1.0,auto,1.0,390,1.0,0.06047225377937549,11,56,none,,312.1240234375,307.331787109375
909,model_20211002-162725-e6eca01925-3614327ba5,model_20211002-162725-e6eca01925,0.5,(0),1.0,1.0,auto,1.0,230,1.0,0.051517024614338665,11,34,,,320.2719116210937,309.18804931640625
910,model_20211002-162725-e6eca01925-204a08a08e,model_20211002-162725-e6eca01925,0.5,(0),1.0,1.0,auto,1.0,200,1.0,0.07926481094008002,10,66,,,323.8138427734375,309.57537841796875
911,model_20211002-162725-e6eca01925-f2b14b4618,model_20211002-162725-e6eca01925,0.5,(0),1.0,1.0,auto,1.0,134,1.0,0.07540485600229262,12,52,,,315.2252197265625,308.7724304199219
912,model_20211002-162725-e6eca01925-81775bb1c1,model_20211002-162725-e6eca01925,0.5,(0),1.0,1.0,auto,1.0,324,1.0,0.08764488664424976,12,32,,,304.17266845703125,307.2093200683594
913,model_20211002-162725-e6eca01925-1605b39da0,model_20211002-162725-e6eca01925,0.5,(0),1.0,1.0,auto,1.0,326,1.0,0.07009954495834447,11,30,,,310.6200256347656,307.4574890136719
914,model_20211002-162725-e6eca01925-878c139b07,model_20211002-162725-e6eca01925,0.5,(0),1.0,1.0,auto,1.0,384,1.0,0.09407119829556244,12,31,,,302.1109924316406,307.1037292480469
915,model_20211002-162715-4729c6468f-bf5074f236,model_20211002-162715-4729c6468f,0.5,(0),1.0,1.0,auto,1.0,224,1.0,0.09825753652200278,11,60,,,305.0835876464844,298.8056335449219
916,model_20211002-162715-4729c6468f-80948052b6,model_20211002-162715-4729c6468f,0.5,(0),1.0,1.0,auto,1.0,303,1.0,0.05467712981567268,11,67,,,309.6749572753906,299.7184753417969
917,model_20211002-162715-4729c6468f-7735eff217,model_20211002-162715-4729c6468f,0.5,(0),1.0,1.0,auto,1.0,115,1.0,0.06701448351521692,10,32,,,327.7021484375,304.4792785644531
918,model_20211002-162715-4729c6468f-7da045bbf7,model_20211002-162715-4729c6468f,0.5,(0),1.0,1.0,auto,1.0,348,1.0,0.08613095186383299,10,45,,,307.9056701660156,299.2339172363281
919,model_20211002-162715-4729c6468f-a267230642,model_20211002-162715-4729c6468f,0.5,(0),1.0,1.0,auto,1.0,218,1.0,0.06594695860457933,12,47,,,302.9144592285156,299.0165100097656
920,model_20211002-162715-4729c6468f-5761fddd21,model_20211002-162715-4729c6468f,0.5,(0),1.0,1.0,auto,1.0,214,1.0,0.08595253146672605,10,30,,,314.3742980957031,300.5526733398437
921,model_20211002-162715-4729c6468f-9394c0e727,model_20211002-162715-4729c6468f,0.5,(0),1.0,1.0,auto,1.0,106,1.0,0.07279777648909594,12,44,,,313.5885009765625,301.5071105957031
922,model_20211002-162715-4729c6468f-08b3d99993,model_20211002-162715-4729c6468f,0.5,(0),1.0,1.0,auto,1.0,209,1.0,0.07578144741602753,12,70,,,302.0330810546875,298.9200744628906
923,model_20211002-162715-4729c6468f-88ca47ea54,model_20211002-162715-4729c6468f,0.5,(0),1.0,1.0,auto,1.0,220,1.0,0.05898197761659871,12,68,none,,304.9433288574219,299.2579040527344
924,model_20211002-162323-758c10d44a-580d4759c7,model_20211002-162323-758c10d44a,0.5,(0),1.0,1.0,auto,1.0,260,1.0,0.07214611577854176,10,32,,,193.78140258789065,191.4784240722656
925,model_20211002-162323-758c10d44a-55c6eb15c6,model_20211002-162323-758c10d44a,0.5,(0),1.0,1.0,auto,1.0,148,1.0,0.07666409210539363,12,40,,,189.97447204589844,190.60765075683597
926,model_20211002-162323-758c10d44a-9d64170563,model_20211002-162323-758c10d44a,0.5,(0),1.0,1.0,auto,1.0,193,1.0,0.06512139998014486,11,66,,,193.4525451660156,191.50018310546875
927,model_20211002-162323-758c10d44a-315af48e45,model_20211002-162323-758c10d44a,0.5,(0),1.0,1.0,auto,1.0,399,1.0,0.08929336751799205,11,49,,-2.0,186.6814727783203,189.10482788085935
928,model_20211002-162323-758c10d44a-f7039ec2c1,model_20211002-162323-758c10d44a,0.5,(0),1.0,1.0,auto,1.0,330,1.0,0.05007040301509472,11,54,,,191.4100799560547,190.61557006835935
929,model_20211002-162323-758c10d44a-bf0a33bc5c,model_20211002-162323-758c10d44a,0.5,(0),1.0,1.0,auto,1.0,388,1.0,0.07094085317314881,10,36,none,,191.1122131347656,190.3285675048828
930,model_20211002-162323-758c10d44a-140cf44119,model_20211002-162323-758c10d44a,0.5,(0),1.0,1.0,auto,1.0,400,1.0,0.09587439115425457,12,68,,,182.72528076171875,188.44754028320312
931,model_20211001-230705-9e3ba79b83-5fc9ee3c28,model_20211001-230705-9e3ba79b83,0.5,(0),1.0,1.0,auto,1.0,143,1.0,0.056460159819643835,11,38,,,178.52481079101562,183.34393310546875
932,model_20211001-230705-9e3ba79b83-5426d3ebe3,model_20211001-230705-9e3ba79b83,0.5,(0),1.0,1.0,auto,1.0,235,1.0,0.07877397200794407,11,36,,,179.12644958496094,184.1521148681641
933,model_20211001-230705-9e3ba79b83-eb0b131dc8,model_20211001-230705-9e3ba79b83,0.5,(0),1.0,1.0,auto,1.0,173,1.0,0.09028307825851786,11,63,,,177.18348693847656,183.27200317382807
934,model_20211001-230705-9e3ba79b83-a7391e3660,model_20211001-230705-9e3ba79b83,0.5,(0),1.0,1.0,auto,1.0,300,1.0,0.06288237469920305,10,55,,,179.1269989013672,182.76315307617188
935,model_20211001-230705-9e3ba79b83-6ec2402278,model_20211001-230705-9e3ba79b83,0.5,(0),1.0,1.0,auto,1.0,355,1.0,0.07439948555233573,12,46,,,169.671875,183.2868804931641
936,model_20211001-230705-9e3ba79b83-58d9795031,model_20211001-230705-9e3ba79b83,0.5,(0),1.0,1.0,auto,1.0,390,1.0,0.08342520639245372,12,45,,,166.5390167236328,183.11325073242188
937,model_20211001-230705-9e3ba79b83-16192ddc4e,model_20211001-230705-9e3ba79b83,0.5,(0),1.0,1.0,auto,1.0,398,1.0,0.09854049144420306,12,53,,,168.2124786376953,183.24740600585935
938,model_20211001-225435-b8e645a27a-b6493ed850,model_20211001-225435-b8e645a27a,0.5,(0),1.0,1.0,auto,1.0,157,1.0,0.09245070808797752,11,51,,,158.5778350830078,184.22406005859372
939,model_20211001-225435-b8e645a27a-b67e335c10,model_20211001-225435-b8e645a27a,0.5,(0),1.0,1.0,auto,1.0,266,1.0,0.06400248693127687,12,65,,,153.88983154296875,183.3888092041016
940,model_20211001-225435-b8e645a27a-91624d139f,model_20211001-225435-b8e645a27a,0.5,(0),1.0,1.0,auto,1.0,321,1.0,0.07504719892570647,10,57,,,161.86866760253906,184.45571899414065
941,model_20211001-225435-b8e645a27a-db7b2cad40,model_20211001-225435-b8e645a27a,0.5,(0),1.0,1.0,auto,1.0,375,1.0,0.07631236621777747,11,38,,-2.0,157.08914184570312,183.9708404541016
942,model_20211001-225435-b8e645a27a-5beeb201d6,model_20211001-225435-b8e645a27a,0.5,(0),1.0,1.0,auto,1.0,169,1.0,0.05115801166621665,11,30,none,,162.32325744628906,185.0951690673828
943,model_20211001-225435-b8e645a27a-f7edf9a702,model_20211001-225435-b8e645a27a,0.5,(0),1.0,1.0,auto,1.0,225,1.0,0.09048601623115524,11,65,,,157.75698852539062,183.9146881103516
944,model_20211001-225435-b8e645a27a-1230d79625,model_20211001-225435-b8e645a27a,0.5,(0),1.0,1.0,auto,1.0,391,1.0,0.05871031039677505,10,64,,,162.27560424804688,184.5804443359375
945,model_20211001-225435-b8e645a27a-e13b8ff956,model_20211001-225435-b8e645a27a,0.5,(0),1.0,1.0,auto,1.0,356,1.0,0.06200797960831614,12,52,none,,154.3031005859375,183.5850067138672
946,model_20211001-225435-b8e645a27a-5aff419cde,model_20211001-225435-b8e645a27a,0.5,(0),1.0,1.0,auto,1.0,113,1.0,0.07257940825079336,12,44,,,158.8638916015625,184.66046142578125
947,model_20211001-225317-2e4fbec6b8-5785e0295b,model_20211001-225317-2e4fbec6b8,0.5,(0),1.0,1.0,auto,1.0,237,1.0,0.0623057434045913,11,30,,,176.11016845703125,183.1952362060547
948,model_20211001-225317-2e4fbec6b8-dd21b1b53c,model_20211001-225317-2e4fbec6b8,0.5,(0),1.0,1.0,auto,1.0,384,1.0,0.0748510677818351,12,45,,,168.36756896972656,182.95703125
949,model_20211001-225317-2e4fbec6b8-ad3427428a,model_20211001-225317-2e4fbec6b8,0.5,(0),1.0,1.0,auto,1.0,335,1.0,0.052890846574808054,10,67,,,181.71322631835935,183.09588623046875
950,model_20211001-225317-2e4fbec6b8-77d626f8c4,model_20211001-225317-2e4fbec6b8,0.5,(0),1.0,1.0,auto,1.0,178,1.0,0.09630850104395373,10,52,,,178.03759765625,183.0992584228516
951,model_20211001-225317-2e4fbec6b8-f3fa2ea8af,model_20211001-225317-2e4fbec6b8,0.5,(0),1.0,1.0,auto,1.0,152,1.0,0.08061128096412444,11,55,,,177.77586364746094,183.3251800537109
952,model_20211001-225317-2e4fbec6b8-3f01461fb6,model_20211001-225317-2e4fbec6b8,0.5,(0),1.0,1.0,auto,1.0,394,1.0,0.0624811565266687,12,34,,,174.5447540283203,184.07432556152344
953,model_20211001-225317-2e4fbec6b8-8d4b8deda0,model_20211001-225317-2e4fbec6b8,0.5,(0),1.0,1.0,auto,1.0,176,1.0,0.09657193103016054,12,44,,,170.943115234375,183.5567169189453
954,model_20211001-224236-d84c05ddd5-629295c9b6,model_20211001-224236-d84c05ddd5,0.5,(0),1.0,1.0,auto,1.0,234,1.0,0.09871409608923383,11,68,,,156.40513610839844,183.7644195556641
955,model_20211001-224236-d84c05ddd5-98c8a4980f,model_20211001-224236-d84c05ddd5,0.5,(0),1.0,1.0,auto,1.0,288,1.0,0.05081590825289245,11,59,,,158.88035583496094,184.09085083007807
956,model_20211001-224236-d84c05ddd5-87a4531e17,model_20211001-224236-d84c05ddd5,0.5,(0),1.0,1.0,auto,1.0,183,1.0,0.08402792255621042,10,51,,,162.47247314453125,184.6808013916016
957,model_20211001-224236-d84c05ddd5-299d766122,model_20211001-224236-d84c05ddd5,0.5,(0),1.0,1.0,auto,1.0,155,1.0,0.06561363358592277,12,39,,,156.6064453125,184.41639709472656
958,model_20211001-224236-d84c05ddd5-1a92213462,model_20211001-224236-d84c05ddd5,0.5,(0),1.0,1.0,auto,1.0,385,1.0,0.06897639241365291,11,36,,,156.34359741210938,183.95787048339844
959,model_20211001-224236-d84c05ddd5-388be6e44c,model_20211001-224236-d84c05ddd5,0.5,(0),1.0,1.0,auto,1.0,266,1.0,0.09745090050479144,11,65,,,155.4398956298828,183.74771118164065
960,model_20211001-224236-d84c05ddd5-9cc3c0f55f,model_20211001-224236-d84c05ddd5,0.5,(0),1.0,1.0,auto,1.0,293,1.0,0.09861711448004516,11,63,,,155.83892822265625,183.54525756835935
961,model_20210930-231403-3a4116e40e-4bab3e7dcb,model_20210930-231403-3a4116e40e,0.5,(0),1.0,1.0,auto,1.0,314,1.0,0.09673941731138123,12,44,,,113.02056884765624,122.66439819335938
962,model_20210930-231403-3a4116e40e-d7adbb9e83,model_20210930-231403-3a4116e40e,0.5,(0),1.0,1.0,auto,1.0,132,1.0,0.06130543706197452,11,33,,,125.46223449707033,125.5250015258789
963,model_20210930-231403-3a4116e40e-e2421756ad,model_20210930-231403-3a4116e40e,0.5,(0),1.0,1.0,auto,1.0,161,1.0,0.07094498416630475,11,66,,,123.50685119628906,124.86937713623048
964,model_20210930-231403-3a4116e40e-9de8d4fe3a,model_20210930-231403-3a4116e40e,0.5,(0),1.0,1.0,auto,1.0,253,1.0,0.08591349724341048,10,60,,,122.20277404785156,123.7982406616211
965,model_20210930-231403-3a4116e40e-67f861e357,model_20210930-231403-3a4116e40e,0.5,(0),1.0,1.0,auto,1.0,386,1.0,0.05711663676419537,11,46,,-2.0,118.30377960205078,123.13799285888672
966,model_20210930-231403-3a4116e40e-4bacb7bbbd,model_20210930-231403-3a4116e40e,0.5,(0),1.0,1.0,auto,1.0,342,1.0,0.097328125380446,12,68,,,113.02654266357422,122.2539520263672
967,model_20210930-231403-3a4116e40e-00568adb0c,model_20210930-231403-3a4116e40e,0.5,(0),1.0,1.0,auto,1.0,395,1.0,0.09782367247331204,12,60,,,114.1678695678711,122.4725570678711
968,model_20210930-231221-9a518387d9-76c56e27f7,model_20210930-231221-9a518387d9,0.5,(0),1.0,1.0,auto,1.0,400,1.0,0.057856062283954714,11,45,,,152.68734741210938,167.87576293945312
969,model_20210930-231221-9a518387d9-c924d162ac,model_20210930-231221-9a518387d9,0.5,(0),1.0,1.0,auto,1.0,237,1.0,0.0951360481370778,10,66,,,157.7524871826172,168.3146514892578
970,model_20210930-231221-9a518387d9-a59f038289,model_20210930-231221-9a518387d9,0.5,(0),1.0,1.0,auto,1.0,307,1.0,0.08705353834863042,11,31,,,149.44378662109375,167.85714721679688
971,model_20210930-231221-9a518387d9-509117a5e6,model_20210930-231221-9a518387d9,0.5,(0),1.0,1.0,auto,1.0,141,1.0,0.05068204730455338,11,58,,,165.38352966308594,170.71743774414062
972,model_20210930-231221-9a518387d9-20ae71324b,model_20210930-231221-9a518387d9,0.5,(0),1.0,1.0,auto,1.0,178,1.0,0.07237896165246507,12,52,,,151.32447814941406,168.3924560546875
973,model_20210930-231221-9a518387d9-90c503968a,model_20210930-231221-9a518387d9,0.5,(0),1.0,1.0,auto,1.0,164,1.0,0.09992450337408394,12,30,,,146.5659942626953,168.32456970214844
974,model_20210930-231221-9a518387d9-c3d08112c1,model_20210930-231221-9a518387d9,0.5,(0),1.0,1.0,auto,1.0,244,1.0,0.07356275095041188,10,38,,,159.30946350097656,168.75975036621094
975,model_20210930-231221-9a518387d9-e243fa1ef1,model_20210930-231221-9a518387d9,0.5,(0),1.0,1.0,auto,1.0,364,1.0,0.06279099141146198,11,32,,,150.84364318847656,167.89727783203125
976,model_20210930-230436-4746477fd1-316402bc91,model_20210930-230436-4746477fd1,0.5,(0),1.0,1.0,auto,1.0,103,1.0,0.07769036938425945,10,47,,,163.9720001220703,169.7989959716797
977,model_20210930-230436-4746477fd1-91dbc970d9,model_20210930-230436-4746477fd1,0.5,(0),1.0,1.0,auto,1.0,257,1.0,0.05743077337019671,11,32,,,153.15261840820312,166.77516174316406
978,model_20210930-230436-4746477fd1-9fbc2a785b,model_20210930-230436-4746477fd1,0.5,(0),1.0,1.0,auto,1.0,215,1.0,0.058805694255050715,11,69,,,156.12779235839844,167.2769317626953
979,model_20210930-230436-4746477fd1-9da20050bf,model_20210930-230436-4746477fd1,0.5,(0),1.0,1.0,auto,1.0,341,1.0,0.07411430911557124,11,58,,,149.22352600097656,165.59695434570312
980,model_20210930-230436-4746477fd1-b4066e492d,model_20210930-230436-4746477fd1,0.5,(0),1.0,1.0,auto,1.0,281,1.0,0.09023261759370962,12,42,,,143.2250213623047,165.2506103515625
981,model_20210930-230436-4746477fd1-639a2b5f25,model_20210930-230436-4746477fd1,0.5,(0),1.0,1.0,auto,1.0,343,1.0,0.08665753990882957,12,32,,,141.77554321289062,165.3302764892578
982,model_20210930-230436-4746477fd1-a5abb60224,model_20210930-230436-4746477fd1,0.5,(0),1.0,1.0,auto,1.0,392,1.0,0.09676362461602162,12,32,,,142.90248107910156,165.6080322265625
983,model_20210930-230436-4746477fd1-f3616054fb,model_20210930-230436-4746477fd1,0.5,(0),1.0,1.0,auto,1.0,110,1.0,0.08376635986134796,12,43,,,153.1890411376953,167.48495483398438
984,model_20210930-230436-4746477fd1-bc41edad90,model_20210930-230436-4746477fd1,0.5,(0),1.0,1.0,auto,1.0,356,1.0,0.08634165475710867,12,34,,,142.686279296875,165.42318725585938
985,model_20210930-201615-b8ef0aa333-f9f5c092cc,model_20210930-201615-b8ef0aa333,0.5,(0),1.0,1.0,auto,1.0,105,1.0,0.05446368582115651,11,47,,,127.10328674316406,125.52875518798828
986,model_20210930-201615-b8ef0aa333-aa37a45e0f,model_20210930-201615-b8ef0aa333,0.5,(0),1.0,1.0,auto,1.0,321,1.0,0.06425940063268942,10,68,,,121.74351501464844,123.15291595458984
987,model_20210930-201615-b8ef0aa333-f412b22e41,model_20210930-201615-b8ef0aa333,0.5,(0),1.0,1.0,auto,1.0,179,1.0,0.09431266019194373,11,41,,,119.1610870361328,122.8900375366211
988,model_20210930-201615-b8ef0aa333-b0cc88179b,model_20210930-201615-b8ef0aa333,0.5,(0),1.0,1.0,auto,1.0,228,1.0,0.08603698410295232,12,55,,,115.08936309814452,122.03564453125
989,model_20210930-201615-b8ef0aa333-b96207027b,model_20210930-201615-b8ef0aa333,0.5,(0),1.0,1.0,auto,1.0,380,1.0,0.07359703794029,11,38,,,118.57190704345705,122.81346130371094
990,model_20210930-201615-b8ef0aa333-4c60b78b9d,model_20210930-201615-b8ef0aa333,0.5,(0),1.0,1.0,auto,1.0,133,1.0,0.08177473367662863,12,70,,,119.61293029785156,123.24835968017578
991,model_20210930-201615-b8ef0aa333-c6174bdee6,model_20210930-201615-b8ef0aa333,0.5,(0),1.0,1.0,auto,1.0,237,1.0,0.05107669471500085,11,40,,,121.57164001464844,123.58073425292967
992,model_20210930-195808-31d662741f-6f22c7c2d4,model_20210930-195808-31d662741f,0.5,(0),1.0,1.0,auto,1.0,360,1.0,0.05662165475703579,12,45,,,145.69741821289062,167.6297607421875
993,model_20210930-195808-31d662741f-b07f3f0220,model_20210930-195808-31d662741f,0.5,(0),1.0,1.0,auto,1.0,246,1.0,0.059641304611799915,10,60,,,162.40586853027344,169.33177185058594
994,model_20210930-195808-31d662741f-e1e1ec2cab,model_20210930-195808-31d662741f,0.5,(0),1.0,1.0,auto,1.0,137,1.0,0.08378834634750604,11,66,,,159.7091827392578,169.272216796875
995,model_20210930-195808-31d662741f-84de5b94a8,model_20210930-195808-31d662741f,0.5,(0),1.0,1.0,auto,1.0,187,1.0,0.07258297350671163,11,35,,,155.88229370117188,168.87957763671875
996,model_20210930-195808-31d662741f-0ca90a7d6c,model_20210930-195808-31d662741f,0.5,(0),1.0,1.0,auto,1.0,306,1.0,0.09563677355977535,11,51,,,149.5504913330078,167.7566375732422
997,model_20210930-195808-31d662741f-438372200d,model_20210930-195808-31d662741f,0.5,(0),1.0,1.0,auto,1.0,210,1.0,0.054249397429293626,12,45,,,152.13555908203125,168.59744262695312
998,model_20210930-195808-31d662741f-b759acb343,model_20210930-195808-31d662741f,0.5,(0),1.0,1.0,auto,1.0,354,1.0,0.08983478457779796,12,31,,,141.45669555664062,167.62379455566406
999,model_20210930-195733-a1464f032a-f084e2fab9,model_20210930-195733-a1464f032a,0.5,(0),1.0,1.0,auto,1.0,282,1.0,0.09843805896935566,10,60,,,219.28829956054688,212.62779235839844
1000,model_20210930-195733-a1464f032a-cde1eb04bd,model_20210930-195733-a1464f032a,0.5,(0),1.0,1.0,auto,1.0,153,1.0,0.05930387930844696,11,63,,,221.0948181152344,213.06686401367188
1001,model_20210930-195733-a1464f032a-55a9a399d4,model_20210930-195733-a1464f032a,0.5,(0),1.0,1.0,auto,1.0,372,1.0,0.07929739134188879,12,46,,,200.74534606933597,209.67352294921875
1002,model_20210930-195733-a1464f032a-07a7383b5d,model_20210930-195733-a1464f032a,0.5,(0),1.0,1.0,auto,1.0,221,1.0,0.0500759833678392,10,47,,,224.63705444335935,213.8868103027344
1003,model_20210930-195733-a1464f032a-0a0426639e,model_20210930-195733-a1464f032a,0.5,(0),1.0,1.0,auto,1.0,179,1.0,0.0744590004657739,11,33,,,215.9307403564453,211.7479248046875
1004,model_20210930-195733-a1464f032a-27b689a5f2,model_20210930-195733-a1464f032a,0.5,(0),1.0,1.0,auto,1.0,397,1.0,0.08443389742566912,12,33,,,202.44044494628903,209.9551544189453
1005,model_20210930-195733-a1464f032a-5ddaf4a415,model_20210930-195733-a1464f032a,0.5,(0),1.0,1.0,auto,1.0,398,1.0,0.08056553377591587,11,69,,,208.1513671875,210.31236267089844
1006,model_20210930-195702-4dff6cfc74-d05ed20bc0,model_20210930-195702-4dff6cfc74,0.5,(0),1.0,1.0,auto,1.0,332,1.0,0.07945195638116401,10,57,,,171.7476043701172,181.52633666992188
1007,model_20210930-195702-4dff6cfc74-e7f7f11524,model_20210930-195702-4dff6cfc74,0.5,(0),1.0,1.0,auto,1.0,257,1.0,0.05066088919099796,11,50,,,172.3642120361328,182.0148468017578
1008,model_20210930-195702-4dff6cfc74-3ac1d876d3,model_20210930-195702-4dff6cfc74,0.5,(0),1.0,1.0,auto,1.0,147,1.0,0.06981103642974454,11,65,,,174.0213165283203,182.6728057861328
1009,model_20210930-195702-4dff6cfc74-3b62f522b3,model_20210930-195702-4dff6cfc74,0.5,(0),1.0,1.0,auto,1.0,172,1.0,0.09916410802130138,11,34,,-2.0,170.4901580810547,181.6542205810547
1010,model_20210930-195702-4dff6cfc74-caf05c880a,model_20210930-195702-4dff6cfc74,0.5,(0),1.0,1.0,auto,1.0,388,1.0,0.06294550404607094,12,40,,,166.9993438720703,180.9632110595703
1011,model_20210930-195702-4dff6cfc74-f2f02868f0,model_20210930-195702-4dff6cfc74,0.5,(0),1.0,1.0,auto,1.0,376,1.0,0.09320843539516258,12,32,none,,164.50067138671875,180.59088134765625
1012,model_20210930-195702-4dff6cfc74-a61ff566dd,model_20210930-195702-4dff6cfc74,0.5,(0),1.0,1.0,auto,1.0,396,1.0,0.09906469235653714,12,46,,,164.63381958007812,180.5609436035156
1013,model_20210930-195310-c624ab6108-ce5cf7ad3a,model_20210930-195310-c624ab6108,0.5,(0),1.0,1.0,auto,1.0,326,1.0,0.07143908753354468,11,36,,,209.56231689453125,210.6417236328125
