,trial_id,parent_study_id,base_score,monotone_constraints,column_sample_by_tree,column_sample_by_level,tree_method,subsample_ratio,max_count,l2_regularization,learn_rate,max_depth,min_child_weight,loss,maxCategories,train_result,test_result
1644,model_20210919-162758-5271be41d6-4f72151585,model_20210919-162758-5271be41d6,0.5,(0),1.0,1.0,auto,1.0,155,1.0,0.09541715214828939,12,69,,,175.4356231689453,205.799072265625
1645,model_20210919-162758-5271be41d6-527f948104,model_20210919-162758-5271be41d6,0.5,(0),1.0,1.0,auto,1.0,229,1.0,0.06116626598843897,10,56,,,185.04153442382807,208.843505859375
1646,model_20210919-162758-5271be41d6-6c55773f5e,model_20210919-162758-5271be41d6,0.5,(0),1.0,1.0,auto,1.0,328,1.0,0.08594151346718318,11,46,,,173.080078125,204.50071716308597
1647,model_20210919-162758-5271be41d6-3e5c251d85,model_20210919-162758-5271be41d6,0.5,(0),1.0,1.0,auto,1.0,351,1.0,0.051161790944068426,12,53,,,172.44676208496094,204.83111572265625
1648,model_20210919-162758-5271be41d6-07cd5861ce,model_20210919-162758-5271be41d6,0.5,(0),1.0,1.0,auto,1.0,181,1.0,0.0664122961831672,11,30,none,,181.3160400390625,207.86407470703125
1649,model_20210919-162758-5271be41d6-e546a81811,model_20210919-162758-5271be41d6,0.5,(0),1.0,1.0,auto,1.0,333,1.0,0.057856248932395264,12,31,,,170.81349182128906,204.57737731933597
1650,model_20210919-162758-5271be41d6-6b23780f9d,model_20210919-162758-5271be41d6,0.5,(0),1.0,1.0,auto,1.0,345,1.0,0.058402626917616225,12,31,,,170.0580596923828,204.2476043701172
1651,model_20210918-165641-77c47331da-9f6c2093c7,model_20210918-165641-77c47331da,0.5,(0),1.0,1.0,auto,1.0,358,1.0,0.08851161193323266,10,63,,,194.5582427978516,197.4392852783203
1652,model_20210918-165641-77c47331da-e828992cfd,model_20210918-165641-77c47331da,0.5,(0),1.0,1.0,auto,1.0,231,1.0,0.07231897107773684,12,37,,,190.32144165039065,197.001953125
1653,model_20210918-165641-77c47331da-4ec0a517c8,model_20210918-165641-77c47331da,0.5,(0),1.0,1.0,auto,1.0,109,1.0,0.08378197359393359,11,60,,-2.0,198.22003173828125,199.0196685791016
1654,model_20210918-165641-77c47331da-f2ae1a5967,model_20210918-165641-77c47331da,0.5,(0),1.0,1.0,auto,1.0,186,1.0,0.06009652107384865,10,40,,,199.53253173828125,199.1670379638672
1655,model_20210918-165641-77c47331da-cfc133e1a9,model_20210918-165641-77c47331da,0.5,(0),1.0,1.0,auto,1.0,332,1.0,0.050043639243030666,11,48,,,194.1002349853516,197.49012756347656
1656,model_20210918-165641-77c47331da-1c4913e1be,model_20210918-165641-77c47331da,0.5,(0),1.0,1.0,auto,1.0,244,1.0,0.09278798021278387,12,30,,,188.44422912597656,196.5998077392578
1657,model_20210918-165641-77c47331da-de8e0fe10c,model_20210918-165641-77c47331da,0.5,(0),1.0,1.0,auto,1.0,255,1.0,0.09830959547994501,12,31,,,187.5094451904297,196.44338989257807
1658,model_20210918-164356-82fea0e5e6-ee54bf67fc,model_20210918-164356-82fea0e5e6,0.5,(0),1.0,1.0,auto,1.0,338,1.0,0.0931553329929448,11,32,,,192.488525390625,197.216552734375
1659,model_20210918-164356-82fea0e5e6-53d22fa2da,model_20210918-164356-82fea0e5e6,0.5,(0),1.0,1.0,auto,1.0,264,1.0,0.053539525470336316,11,39,,,194.62631225585935,197.7528533935547
1660,model_20210918-164356-82fea0e5e6-7552c3d5d9,model_20210918-164356-82fea0e5e6,0.5,(0),1.0,1.0,auto,1.0,187,1.0,0.07915713020772429,12,63,,,191.54730224609372,197.32725524902344
1661,model_20210918-164356-82fea0e5e6-561b3dfc48,model_20210918-164356-82fea0e5e6,0.5,(0),1.0,1.0,auto,1.0,150,1.0,0.06851449237806707,10,53,,,200.11404418945312,199.473388671875
1662,model_20210918-164356-82fea0e5e6-9e22807f69,model_20210918-164356-82fea0e5e6,0.5,(0),1.0,1.0,auto,1.0,373,1.0,0.0643955018372418,11,60,,,193.53065490722656,197.44407653808597
1663,model_20210918-164356-82fea0e5e6-8393281131,model_20210918-164356-82fea0e5e6,0.5,(0),1.0,1.0,auto,1.0,355,1.0,0.09468562187105536,12,63,,,189.4447479248047,196.7176818847656
1664,model_20210918-164356-82fea0e5e6-137e5b35ba,model_20210918-164356-82fea0e5e6,0.5,(0),1.0,1.0,auto,1.0,334,1.0,0.09973456279736487,12,52,,,188.4069061279297,196.5704498291016
1665,model_20210918-164313-38dc5713f5-1ab81f21cb,model_20210918-164313-38dc5713f5,0.5,(0),1.0,1.0,auto,1.0,382,1.0,0.0758672958163166,12,34,,,149.1603546142578,163.30844116210938
1666,model_20210918-164313-38dc5713f5-8b6476eb5b,model_20210918-164313-38dc5713f5,0.5,(0),1.0,1.0,auto,1.0,244,1.0,0.06431047139269945,11,68,,,157.01480102539062,163.56591796875
1667,model_20210918-164313-38dc5713f5-695a33b9cb,model_20210918-164313-38dc5713f5,0.5,(0),1.0,1.0,auto,1.0,110,1.0,0.08821265774552355,11,48,,,160.59603881835938,164.56268310546875
1668,model_20210918-164313-38dc5713f5-b363e170ce,model_20210918-164313-38dc5713f5,0.5,(0),1.0,1.0,auto,1.0,183,1.0,0.05118726968049914,11,39,,,160.67857360839844,164.2016143798828
1669,model_20210918-164313-38dc5713f5-da7f31f66d,model_20210918-164313-38dc5713f5,0.5,(0),1.0,1.0,auto,1.0,332,1.0,0.06877544349337811,10,55,,-2.0,158.31253051757812,163.473388671875
1670,model_20210918-164313-38dc5713f5-ba98d4dd4e,model_20210918-164313-38dc5713f5,0.5,(0),1.0,1.0,auto,1.0,268,1.0,0.07583075932642862,12,45,,,153.89462280273438,163.73741149902344
1671,model_20210918-164313-38dc5713f5-7c7f44ba2c,model_20210918-164313-38dc5713f5,0.5,(0),1.0,1.0,auto,1.0,225,1.0,0.09876215629016864,12,31,,,150.09133911132812,163.60330200195312
1672,model_20210918-164313-38dc5713f5-722b7b93c2,model_20210918-164313-38dc5713f5,0.5,(0),1.0,1.0,auto,1.0,297,1.0,0.0983921728008379,12,33,,,153.1325225830078,163.9618377685547
1673,model_20210918-164313-38dc5713f5-24f9e84615,model_20210918-164313-38dc5713f5,0.5,(0),1.0,1.0,auto,1.0,376,1.0,0.06233537601949379,11,69,,,156.83262634277344,163.4451446533203
1674,model_20210918-164238-6f4136cf5c-4eaf93fbf8,model_20210918-164238-6f4136cf5c,0.5,(0),1.0,1.0,auto,1.0,212,1.0,0.05799523387660072,11,31,,,316.6077880859375,339.3936767578125
1675,model_20210918-164238-6f4136cf5c-0d0046e3ad,model_20210918-164238-6f4136cf5c,0.5,(0),1.0,1.0,auto,1.0,377,1.0,0.08783435427379695,11,42,,,313.63592529296875,339.1999206542969
1676,model_20210918-164238-6f4136cf5c-f6ececd82c,model_20210918-164238-6f4136cf5c,0.5,(0),1.0,1.0,auto,1.0,301,1.0,0.07288673443976179,12,66,,,304.3608703613281,338.0947570800781
1677,model_20210918-164238-6f4136cf5c-be549520b0,model_20210918-164238-6f4136cf5c,0.5,(0),1.0,1.0,auto,1.0,237,1.0,0.050304326079747,10,51,,,325.68707275390625,340.779052734375
1678,model_20210918-164238-6f4136cf5c-d57731d230,model_20210918-164238-6f4136cf5c,0.5,(0),1.0,1.0,auto,1.0,126,1.0,0.07746447518477814,11,58,,,321.2206420898437,340.53125
1679,model_20210918-164238-6f4136cf5c-625b7d8b52,model_20210918-164238-6f4136cf5c,0.5,(0),1.0,1.0,auto,1.0,383,1.0,0.0535910056287804,12,69,,,306.2684936523437,338.014404296875
1680,model_20210918-164238-6f4136cf5c-1fc618de4c,model_20210918-164238-6f4136cf5c,0.5,(0),1.0,1.0,auto,1.0,244,1.0,0.06272956366966875,12,69,,,306.0258178710937,338.1228942871094
1681,model_20210918-164219-77b9c24e6a-2a7f3acced,model_20210918-164219-77b9c24e6a,0.5,(0),1.0,1.0,auto,1.0,392,1.0,0.054804738807724976,10,58,none,,314.5756225585937,327.81549072265625
1682,model_20210918-164219-77b9c24e6a-86c5d6d5f6,model_20210918-164219-77b9c24e6a,0.5,(0),1.0,1.0,auto,1.0,204,1.0,0.07989039230858501,12,64,,,299.46240234375,326.0592346191406
1683,model_20210918-164219-77b9c24e6a-550a38ee7e,model_20210918-164219-77b9c24e6a,0.5,(0),1.0,1.0,auto,1.0,329,1.0,0.059475964378620745,12,42,,,301.5399475097656,326.31756591796875
1684,model_20210918-164219-77b9c24e6a-1aa0471f23,model_20210918-164219-77b9c24e6a,0.5,(0),1.0,1.0,auto,1.0,153,1.0,0.07065683064504379,10,51,,-2.0,321.0009155273437,329.4664611816406
1685,model_20210918-164219-77b9c24e6a-3dc7c745b1,model_20210918-164219-77b9c24e6a,0.5,(0),1.0,1.0,auto,1.0,270,1.0,0.09851370819750943,11,31,,,303.3858337402344,326.755615234375
1686,model_20210918-164219-77b9c24e6a-eddaa19f2c,model_20210918-164219-77b9c24e6a,0.5,(0),1.0,1.0,auto,1.0,336,1.0,0.09658475924541278,12,68,,,300.8440856933594,326.61865234375
1687,model_20210918-164219-77b9c24e6a-60579a72f5,model_20210918-164219-77b9c24e6a,0.5,(0),1.0,1.0,auto,1.0,139,1.0,0.07701060237876439,12,64,,,307.1388854980469,327.03387451171875
1688,model_20210918-163505-7f4d288d35-33b3a3cacb,model_20210918-163505-7f4d288d35,0.5,(0),1.0,1.0,auto,1.0,111,1.0,0.06310991020524377,10,40,,,185.27862548828125,193.5619201660156
1689,model_20210918-163505-7f4d288d35-dcf7dcffc1,model_20210918-163505-7f4d288d35,0.5,(0),1.0,1.0,auto,1.0,368,1.0,0.05587336929772367,11,49,,,169.36634826660156,188.3246612548828
1690,model_20210918-163505-7f4d288d35-40ae4baad1,model_20210918-163505-7f4d288d35,0.5,(0),1.0,1.0,auto,1.0,318,1.0,0.08831977605467982,10,37,,,171.1024627685547,188.4026336669922
1691,model_20210918-163505-7f4d288d35-cb23b7db27,model_20210918-163505-7f4d288d35,0.5,(0),1.0,1.0,auto,1.0,163,1.0,0.0675093520197366,12,62,none,,171.1364288330078,189.44537353515625
1692,model_20210918-163505-7f4d288d35-9373e2d479,model_20210918-163505-7f4d288d35,0.5,(0),1.0,1.0,auto,1.0,249,1.0,0.08644027520878,11,65,none,,169.46644592285156,188.6012420654297
1693,model_20210918-163505-7f4d288d35-79e9bd91d8,model_20210918-163505-7f4d288d35,0.5,(0),1.0,1.0,auto,1.0,399,1.0,0.0531090643411767,10,64,,-2.0,174.4518585205078,189.07061767578125
1694,model_20210918-163505-7f4d288d35-a986f7d197,model_20210918-163505-7f4d288d35,0.5,(0),1.0,1.0,auto,1.0,338,1.0,0.08096769807964274,12,52,,-2.0,162.431884765625,187.8162384033203
1695,model_20210918-163505-7f4d288d35-a0dff9ea4e,model_20210918-163505-7f4d288d35,0.5,(0),1.0,1.0,auto,1.0,311,1.0,0.050558798646074286,12,68,,,167.77914428710938,188.35748291015625
1696,model_20210918-162459-7879b371a8-7db128357f,model_20210918-162459-7879b371a8,0.5,(0),1.0,1.0,auto,1.0,245,1.0,0.065451815389441,10,36,,,160.2317657470703,164.08026123046875
1697,model_20210918-162459-7879b371a8-4b68231da8,model_20210918-162459-7879b371a8,0.5,(0),1.0,1.0,auto,1.0,361,1.0,0.09209356926086042,11,49,,,155.75523376464844,163.68960571289062
1698,model_20210918-162459-7879b371a8-3340bac588,model_20210918-162459-7879b371a8,0.5,(0),1.0,1.0,auto,1.0,126,1.0,0.0869195482177598,11,64,,,160.13792419433594,164.36273193359375
1699,model_20210918-162459-7879b371a8-168792c9ab,model_20210918-162459-7879b371a8,0.5,(0),1.0,1.0,auto,1.0,330,1.0,0.05459701564986679,12,60,,,152.68418884277344,163.38169860839844
1700,model_20210918-162459-7879b371a8-edc093043c,model_20210918-162459-7879b371a8,0.5,(0),1.0,1.0,auto,1.0,161,1.0,0.07088437451018686,12,41,,,154.2185516357422,163.7085418701172
1701,model_20210918-162459-7879b371a8-e1a292572b,model_20210918-162459-7879b371a8,0.5,(0),1.0,1.0,auto,1.0,260,1.0,0.05099889278615771,12,68,,,154.97023010253906,163.53125
1702,model_20210918-162459-7879b371a8-03885b1971,model_20210918-162459-7879b371a8,0.5,(0),1.0,1.0,auto,1.0,370,1.0,0.05151807533193628,12,52,,,153.69869995117188,163.3973846435547
1703,model_20210918-162458-30059757e3-8e6856629a,model_20210918-162458-30059757e3,0.5,(0),1.0,1.0,auto,1.0,243,1.0,0.06772392662485736,10,34,,,176.08438110351562,189.8293609619141
1704,model_20210918-162458-30059757e3-df20059c0f,model_20210918-162458-30059757e3,0.5,(0),1.0,1.0,auto,1.0,390,1.0,0.09658982290626413,12,46,,,160.96754455566406,187.5619659423828
1705,model_20210918-162458-30059757e3-39e68b53f4,model_20210918-162458-30059757e3,0.5,(0),1.0,1.0,auto,1.0,156,1.0,0.07726958790292897,11,65,,,175.2802276611328,189.9010009765625
1706,model_20210918-162458-30059757e3-8636394853,model_20210918-162458-30059757e3,0.5,(0),1.0,1.0,auto,1.0,319,1.0,0.05527563852434302,11,59,,,171.22116088867188,188.5711212158203
1707,model_20210918-162458-30059757e3-e1f62fc83a,model_20210918-162458-30059757e3,0.5,(0),1.0,1.0,auto,1.0,183,1.0,0.0634118093202201,12,40,,,169.29978942871094,189.0411071777344
1708,model_20210918-162458-30059757e3-bdc6e88390,model_20210918-162458-30059757e3,0.5,(0),1.0,1.0,auto,1.0,397,1.0,0.09907291957140031,10,46,,,170.99790954589844,188.49156188964844
1709,model_20210918-162458-30059757e3-9d50be531e,model_20210918-162458-30059757e3,0.5,(0),1.0,1.0,auto,1.0,398,1.0,0.09080981816480362,10,47,,,172.7522735595703,188.9020538330078
1710,model_20210917-170007-3629c0979e-3a9b15c9ab,model_20210917-170007-3629c0979e,0.5,(0),1.0,1.0,auto,1.0,140,1.0,0.07361190133019688,12,64,,,156.41262817382812,176.6123046875
1711,model_20210917-170007-3629c0979e-94a5e4c5ca,model_20210917-170007-3629c0979e,0.5,(0),1.0,1.0,auto,1.0,175,1.0,0.0521577354148072,10,51,,,164.75259399414062,177.8476104736328
1712,model_20210917-170007-3629c0979e-a73553e8ae,model_20210917-170007-3629c0979e,0.5,(0),1.0,1.0,auto,1.0,383,1.0,0.05808487517794282,11,41,,,155.60276794433594,175.95513916015625
1713,model_20210917-170007-3629c0979e-d10207c56a,model_20210917-170007-3629c0979e,0.5,(0),1.0,1.0,auto,1.0,237,1.0,0.0957626767652499,10,57,,,158.4159393310547,176.10780334472656
1714,model_20210917-170007-3629c0979e-c4f6b79e69,model_20210917-170007-3629c0979e,0.5,(0),1.0,1.0,auto,1.0,289,1.0,0.08330788793115208,11,34,,,152.63697814941406,175.47982788085938
1715,model_20210917-170007-3629c0979e-47b6ab714b,model_20210917-170007-3629c0979e,0.5,(0),1.0,1.0,auto,1.0,126,1.0,0.07054064834899858,11,30,,,160.7513885498047,177.32815551757812
1716,model_20210917-170007-3629c0979e-34c3fef86d,model_20210917-170007-3629c0979e,0.5,(0),1.0,1.0,auto,1.0,285,1.0,0.09858702046837696,12,46,,,149.04183959960938,175.49964904785156
1717,model_20210917-165535-465a0be73a-ef27f0df18,model_20210917-165535-465a0be73a,0.5,(0),1.0,1.0,auto,1.0,387,1.0,0.05167307420404237,12,43,,,152.45452880859375,175.9234619140625
1718,model_20210917-165535-465a0be73a-c7193c2a38,model_20210917-165535-465a0be73a,0.5,(0),1.0,1.0,auto,1.0,101,1.0,0.07274579214601072,11,37,,,162.36090087890625,177.83961486816406
1719,model_20210917-165535-465a0be73a-eb2f9ee4d9,model_20210917-165535-465a0be73a,0.5,(0),1.0,1.0,auto,1.0,313,1.0,0.0806809153103865,10,54,,,158.8081512451172,176.25843811035156
1720,model_20210917-165535-465a0be73a-557ccf74ce,model_20210917-165535-465a0be73a,0.5,(0),1.0,1.0,auto,1.0,171,1.0,0.09233922854370596,12,61,,,152.43240356445312,175.89158630371094
1721,model_20210917-165535-465a0be73a-9fcf890fb6,model_20210917-165535-465a0be73a,0.5,(0),1.0,1.0,auto,1.0,224,1.0,0.05790937447775028,10,69,,,162.4180450439453,177.05902099609375
1722,model_20210917-165535-465a0be73a-a38a1e284b,model_20210917-165535-465a0be73a,0.5,(0),1.0,1.0,auto,1.0,364,1.0,0.0965980521112279,12,67,,,149.78146362304688,175.50074768066406
1723,model_20210917-165535-465a0be73a-234c0547e7,model_20210917-165535-465a0be73a,0.5,(0),1.0,1.0,auto,1.0,390,1.0,0.089288342104896,12,68,,,149.8022918701172,175.45750427246094
1724,model_20210917-163358-a83e68aa7c-48e50511a1,model_20210917-163358-a83e68aa7c,0.5,(0),1.0,1.0,auto,1.0,112,1.0,0.08090019737478404,11,50,,,166.6277313232422,182.6510467529297
1725,model_20210917-163358-a83e68aa7c-7cff2d4654,model_20210917-163358-a83e68aa7c,0.5,(0),1.0,1.0,auto,1.0,200,1.0,0.0533514337027115,10,56,,,169.70640563964844,182.8217010498047
1726,model_20210917-163358-a83e68aa7c-de4735f0e1,model_20210917-163358-a83e68aa7c,0.5,(0),1.0,1.0,auto,1.0,261,1.0,0.06052773034006483,11,32,,,159.7225799560547,181.06077575683597
1727,model_20210917-163358-a83e68aa7c-5dd3b46953,model_20210917-163358-a83e68aa7c,0.5,(0),1.0,1.0,auto,1.0,345,1.0,0.09629920989420097,11,46,,,155.7860870361328,180.45811462402344
1728,model_20210917-163358-a83e68aa7c-74df078bd9,model_20210917-163358-a83e68aa7c,0.5,(0),1.0,1.0,auto,1.0,300,1.0,0.06636535461503053,12,70,,,153.47509765625,179.84320068359375
1729,model_20210917-163358-a83e68aa7c-45cbded068,model_20210917-163358-a83e68aa7c,0.5,(0),1.0,1.0,auto,1.0,373,1.0,0.09856671814762145,12,51,,,149.87301635742188,179.864990234375
1730,model_20210917-163358-a83e68aa7c-331e9bd0e6,model_20210917-163358-a83e68aa7c,0.5,(0),1.0,1.0,auto,1.0,293,1.0,0.0969127548588033,12,33,,,150.88499450683594,180.35037231445312
1731,model_20210917-163014-3d88c7d068-58175f7101,model_20210917-163014-3d88c7d068,0.5,(0),1.0,1.0,auto,1.0,399,1.0,0.08316672875525218,11,36,,,157.09011840820312,180.59478759765625
1732,model_20210917-163014-3d88c7d068-8803fa1224,model_20210917-163014-3d88c7d068,0.5,(0),1.0,1.0,auto,1.0,213,1.0,0.05306221366969231,10,53,,,169.2416229248047,182.7964782714844
1733,model_20210917-163014-3d88c7d068-669d69482f,model_20210917-163014-3d88c7d068,0.5,(0),1.0,1.0,auto,1.0,316,1.0,0.07061425377461726,12,68,,,153.11793518066406,179.9598846435547
1734,model_20210917-163014-3d88c7d068-f075f2f532,model_20210917-163014-3d88c7d068,0.5,(0),1.0,1.0,auto,1.0,220,1.0,0.09482191702557083,10,56,,,163.5738525390625,181.26739501953125
1735,model_20210917-163014-3d88c7d068-f31b2c137b,model_20210917-163014-3d88c7d068,0.5,(0),1.0,1.0,auto,1.0,135,1.0,0.06275711495788931,11,43,none,,166.9457550048828,182.6754150390625
1736,model_20210917-163014-3d88c7d068-2edca497b4,model_20210917-163014-3d88c7d068,0.5,(0),1.0,1.0,auto,1.0,389,1.0,0.0628775385799134,12,32,,,151.93862915039062,180.23666381835935
1737,model_20210917-163014-3d88c7d068-d268daeffa,model_20210917-163014-3d88c7d068,0.5,(0),1.0,1.0,auto,1.0,394,1.0,0.07299793347913879,12,63,,,151.92762756347656,180.02561950683594
1738,model_20210916-165145-69c2fedee8-4620953d14,model_20210916-165145-69c2fedee8,0.5,(0),1.0,1.0,auto,1.0,210,1.0,0.09791597766293811,10,47,,,215.3911895751953,270.2388916015625
1739,model_20210916-165145-69c2fedee8-0bbc580698,model_20210916-165145-69c2fedee8,0.5,(0),1.0,1.0,auto,1.0,383,1.0,0.07080095024844167,10,61,,,212.92138671875,269.4252014160156
1740,model_20210916-165145-69c2fedee8-819a9b0287,model_20210916-165145-69c2fedee8,0.5,(0),1.0,1.0,auto,1.0,148,1.0,0.06570573929443176,11,70,none,,211.3686370849609,269.4130859375
1741,model_20210916-165145-69c2fedee8-b25ebf7ae8,model_20210916-165145-69c2fedee8,0.5,(0),1.0,1.0,auto,1.0,237,1.0,0.08242069107991049,12,32,,,205.6359405517578,269.5100402832031
1742,model_20210916-165145-69c2fedee8-c6ad93ecc4,model_20210916-165145-69c2fedee8,0.5,(0),1.0,1.0,auto,1.0,302,1.0,0.05148152442679662,11,39,,,211.3336944580078,269.84423828125
1743,model_20210916-165145-69c2fedee8-6a4442fe84,model_20210916-165145-69c2fedee8,0.5,(0),1.0,1.0,auto,1.0,238,1.0,0.08175532155697095,12,57,,,205.3632049560547,269.35870361328125
1744,model_20210916-165145-69c2fedee8-cdc6507bfd,model_20210916-165145-69c2fedee8,0.5,(0),1.0,1.0,auto,1.0,119,1.0,0.08053296090446542,12,62,,,206.07351684570312,269.6389465332031
1745,model_20210916-164245-b674ed9151-d50d63dba2,model_20210916-164245-b674ed9151,0.5,(0),1.0,1.0,auto,1.0,152,1.0,0.09781055612903528,11,59,,,117.70975494384766,126.99330139160156
1746,model_20210916-164245-b674ed9151-60e2ddd98c,model_20210916-164245-b674ed9151,0.5,(0),1.0,1.0,auto,1.0,392,1.0,0.08012329688876534,12,37,,,110.18285369873048,125.28313446044922
1747,model_20210916-164245-b674ed9151-a99e49b036,model_20210916-164245-b674ed9151,0.5,(0),1.0,1.0,auto,1.0,176,1.0,0.06171063870968089,10,40,,-2.0,122.01564025878906,128.36395263671875
1748,model_20210916-164245-b674ed9151-a02d8ee4bc,model_20210916-164245-b674ed9151,0.5,(0),1.0,1.0,auto,1.0,256,1.0,0.05045221243488865,11,52,,,118.35411834716795,127.16818237304688
1749,model_20210916-164245-b674ed9151-fbf5000ede,model_20210916-164245-b674ed9151,0.5,(0),1.0,1.0,auto,1.0,322,1.0,0.0734699314458984,11,70,,,115.28280639648438,125.90007019042967
1750,model_20210916-164245-b674ed9151-ac796ce3f4,model_20210916-164245-b674ed9151,0.5,(0),1.0,1.0,auto,1.0,111,1.0,0.09528293252415049,12,31,,,115.97227478027344,126.8925323486328
1751,model_20210916-164245-b674ed9151-2eb7bce43c,model_20210916-164245-b674ed9151,0.5,(0),1.0,1.0,auto,1.0,365,1.0,0.09110503764995305,12,31,,,108.4622573852539,125.06358337402344
1752,model_20210916-163354-a2f658e134-790dac23b7,model_20210916-163354-a2f658e134,0.5,(0),1.0,1.0,auto,1.0,126,1.0,0.08993978918721793,11,47,,,155.07345581054688,177.4007110595703
1753,model_20210916-163354-a2f658e134-4c865043ec,model_20210916-163354-a2f658e134,0.5,(0),1.0,1.0,auto,1.0,309,1.0,0.08427734726169633,10,60,,,152.38597106933594,176.0806884765625
1754,model_20210916-163354-a2f658e134-90e4b6a364,model_20210916-163354-a2f658e134,0.5,(0),1.0,1.0,auto,1.0,389,1.0,0.06984156888040596,12,30,none,,140.43829345703125,175.6360626220703
1755,model_20210916-163354-a2f658e134-8033c61b8c,model_20210916-163354-a2f658e134,0.5,(0),1.0,1.0,auto,1.0,245,1.0,0.06002443488022026,12,69,,,146.88229370117188,176.0950469970703
1756,model_20210916-163354-a2f658e134-422e80fe3f,model_20210916-163354-a2f658e134,0.5,(0),1.0,1.0,auto,1.0,176,1.0,0.050437945448905286,11,41,,,158.10430908203125,178.18386840820312
1757,model_20210916-163354-a2f658e134-8db1e4be73,model_20210916-163354-a2f658e134,0.5,(0),1.0,1.0,auto,1.0,307,1.0,0.05839243092612203,12,40,,,142.46554565429688,175.80694580078125
1758,model_20210916-163354-a2f658e134-0fc200c45c,model_20210916-163354-a2f658e134,0.5,(0),1.0,1.0,auto,1.0,392,1.0,0.09722148664953492,12,61,,,137.04908752441406,174.8967742919922
1759,model_20210916-163155-2e692758cc-a7fe344e7f,model_20210916-163155-2e692758cc,0.5,(0),1.0,1.0,auto,1.0,176,1.0,0.063522991335224,11,30,,,156.2168426513672,166.02499389648438
1760,model_20210916-163155-2e692758cc-5d07bb1c5f,model_20210916-163155-2e692758cc,0.5,(0),1.0,1.0,auto,1.0,260,1.0,0.05070418685783724,10,57,,,160.06875610351562,166.20059204101562
1761,model_20210916-163155-2e692758cc-d1ab7c9d64,model_20210916-163155-2e692758cc,0.5,(0),1.0,1.0,auto,1.0,294,1.0,0.06873820729322433,12,69,none,,147.8458709716797,164.63116455078125
1762,model_20210916-163155-2e692758cc-fc509f73a0,model_20210916-163155-2e692758cc,0.5,(0),1.0,1.0,auto,1.0,132,1.0,0.08440636961489216,10,52,,,161.38980102539062,166.7616424560547
1763,model_20210916-163155-2e692758cc-fd2ebeb803,model_20210916-163155-2e692758cc,0.5,(0),1.0,1.0,auto,1.0,357,1.0,0.09846934676287197,11,42,,,149.1842498779297,164.5328369140625
1764,model_20210916-163155-2e692758cc-46db55a6da,model_20210916-163155-2e692758cc,0.5,(0),1.0,1.0,auto,1.0,368,1.0,0.09961931422122149,12,58,,,146.92857360839844,164.6083526611328
1765,model_20210916-163155-2e692758cc-8add41ec67,model_20210916-163155-2e692758cc,0.5,(0),1.0,1.0,auto,1.0,238,1.0,0.08940866003977324,12,69,,,147.43731689453125,164.5609588623047
1766,model_20210916-163052-1ac116a8cd-61ab2c80a0,model_20210916-163052-1ac116a8cd,0.5,(0),1.0,1.0,auto,1.0,223,1.0,0.08203933232123362,12,35,,,141.5022735595703,175.88525390625
1767,model_20210916-163052-1ac116a8cd-52a00147fc,model_20210916-163052-1ac116a8cd,0.5,(0),1.0,1.0,auto,1.0,115,1.0,0.06916704231018402,10,46,,,165.28018188476562,179.6961212158203
1768,model_20210916-163052-1ac116a8cd-0ebef8a741,model_20210916-163052-1ac116a8cd,0.5,(0),1.0,1.0,auto,1.0,175,1.0,0.060943309832541245,12,59,,,150.42347717285156,176.88247680664062
1769,model_20210916-163052-1ac116a8cd-a2c9783710,model_20210916-163052-1ac116a8cd,0.5,(0),1.0,1.0,auto,1.0,288,1.0,0.09225441141076444,11,69,,,146.3882293701172,175.45054626464844
1770,model_20210916-163052-1ac116a8cd-89cec23d2f,model_20210916-163052-1ac116a8cd,0.5,(0),1.0,1.0,auto,1.0,361,1.0,0.054166772489460814,11,53,,,149.12289428710938,175.94862365722656
1771,model_20210916-163052-1ac116a8cd-181a042c48,model_20210916-163052-1ac116a8cd,0.5,(0),1.0,1.0,auto,1.0,394,1.0,0.0918337445458774,12,70,,,142.7545623779297,175.52684020996094
1772,model_20210916-163052-1ac116a8cd-34aaf488af,model_20210916-163052-1ac116a8cd,0.5,(0),1.0,1.0,auto,1.0,378,1.0,0.0843538567482965,12,46,,,141.6274871826172,175.8568572998047
1773,model_20210916-163016-dea3800771-84bde773cd,model_20210916-163016-dea3800771,0.5,(0),1.0,1.0,auto,1.0,145,1.0,0.05750116349935719,10,39,,-2.0,125.05992889404295,130.17214965820312
1774,model_20210916-163016-dea3800771-507f381c0a,model_20210916-163016-dea3800771,0.5,(0),1.0,1.0,auto,1.0,279,1.0,0.0829901633547302,10,63,,,119.58311462402344,127.61433410644533
1775,model_20210916-163016-dea3800771-5e141c47f2,model_20210916-163016-dea3800771,0.5,(0),1.0,1.0,auto,1.0,191,1.0,0.09342088146574673,11,48,,,117.76432800292967,127.419677734375
1776,model_20210916-163016-dea3800771-851df94637,model_20210916-163016-dea3800771,0.5,(0),1.0,1.0,auto,1.0,381,1.0,0.07062929368672595,11,33,,,115.34095764160156,126.5754852294922
1777,model_20210916-163016-dea3800771-f1a0cd68cd,model_20210916-163016-dea3800771,0.5,(0),1.0,1.0,auto,1.0,301,1.0,0.05069017368941491,12,61,,,115.77546691894533,127.0448760986328
