,study_id,max_trials,evalution_metric
456,model_20210817-165237-4d95f9e4f0,15,mean_absolute_error
457,model_20210817-164902-8634dc6dfa,15,mean_absolute_error
458,model_20210817-163721-1093ddda7e,15,mean_absolute_error
459,model_20210817-163240-84de0cc680,15,mean_absolute_error
460,model_20210817-163153-726583ac1a,15,mean_absolute_error
461,model_20210817-163021-e66b15109f,15,mean_absolute_error
462,model_20210817-162938-95f115a6ca,15,mean_absolute_error
463,model_20210817-162856-688cf71fc6,15,mean_absolute_error
464,model_20210817-030414-1083eb7aac,15,mean_absolute_error
465,model_20210816-170103-c8cdf8aa1a,15,mean_absolute_error
466,model_20210816-165852-0c9037f9d2,15,mean_absolute_error
467,model_20210816-163838-1783542781,15,mean_absolute_error
468,model_20210816-163737-c244efdfc2,15,mean_absolute_error
469,model_20210816-163706-bc2900ba19,15,mean_absolute_error
470,model_20210816-163246-dd83cc58dd,15,mean_absolute_error
471,model_20210816-163018-2cff85b687,15,mean_absolute_error
472,model_20210816-162824-8eb52cacf2,15,mean_absolute_error
473,model_20210816-103745-c29e592970,15,mean_absolute_error
474,model_20210816-100027-ac24ecfcc6,15,mean_absolute_error
475,model_20210816-094722-afd01bc4fb,15,mean_absolute_error
476,model_20210816-094644-7bfd38af85,15,mean_absolute_error
477,model_20210816-094642-5a31fce3a4,15,mean_absolute_error
478,model_20210816-094601-e7ae6d0c5f,15,mean_absolute_error
479,model_20210816-094513-f85b1db7b0,15,mean_absolute_error
480,model_20210816-094418-72aec94e18,15,mean_absolute_error
481,model_20210816-062021-f7b252b637,15,mean_absolute_error
482,model_20210816-061439-8c5c8c489a,15,mean_absolute_error
483,model_20210816-061055-641fae8d1b,15,mean_absolute_error
484,model_20210816-060937-f5038c9169,15,mean_absolute_error
485,model_20210816-060919-2e81ca1533,15,mean_absolute_error
486,model_20210816-060856-0f083a93d2,15,mean_absolute_error
487,model_20210816-060645-a1244da7aa,15,mean_absolute_error
488,model_20210816-060500-6eea371e3d,15,mean_absolute_error
489,model_20210813-163104-eec711cfe2,15,mean_absolute_error
490,model_20210813-162929-ec2ef30521,15,mean_absolute_error
491,model_20210813-162923-c92a592c53,15,mean_absolute_error
492,model_20210813-162538-dc2958a296,15,mean_absolute_error
493,model_20210812-220313-5d1b7c45fd,15,mean_absolute_error
494,model_20210812-215203-9930b69b4c,15,mean_absolute_error
495,model_20210812-215118-31c435f7e5,15,mean_absolute_error
496,model_20210812-214507-bbfa33e680,15,mean_absolute_error
497,model_20210812-214315-ac9023904f,15,mean_absolute_error
498,model_20210812-214155-11ff6c369e,15,mean_absolute_error
499,model_20210812-214131-5b3cf948c6,15,mean_absolute_error
500,model_20210812-213541-fca9797c32,15,mean_absolute_error
